,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,customer_days,customer_segment,age_segment,clv_segment
708,709,29.0,94900.0,1837.324948525235,Female,South,3.0,Toys,85.75465899368449,2022-02-06,2023-12-24,686 days,Loyal,young,High
709,710,48.0,117200.0,233.8973358333269,Female,South,45.0,Electronics,51.41705467076019,2021-06-24,2021-08-01,38 days,Very New,mid,
710,711,63.0,71700.0,480.6205440058144,Female,East,7.0,Electronics,68.34966170980852,2021-03-19,2021-04-29,41 days,Very New,old,
711,712,19.0,29900.0,1505.5163722928846,Female,North,25.0,Electronics,7.524801767793288,2022-03-16,2023-05-06,416 days,New,young,High
712,713,78.0,79700.0,563.5232135440149,Female,North,3.0,Electronics,44.9005579247043,2022-07-03,2023-01-31,212 days,Very New,Very Old,Low
713,714,68.0,74400.0,1256.834669081759,Female,North,15.0,Clothing,9.489316743585196,2021-08-20,2022-11-10,447 days,Regular,Very Old,Medium
714,715,67.0,86400.0,180.70516443815475,Female,East,29.0,Home & Garden,59.94616757866569,2022-02-04,2023-06-14,495 days,Regular,Very Old,
715,716,52.0,85100.0,915.3609086250068,Male,South,29.0,Electronics,28.105437117381847,2021-08-01,2021-10-07,67 days,Very New,old,Low
716,717,40.0,49200.0,1483.4010155460471,Male,West,10.0,Home & Garden,28.7265830991748,2021-07-12,2022-02-28,231 days,New,mid,Medium
718,719,43.0,87100.0,1633.8427593380975,Female,West,23.0,Home & Garden,31.02378614407344,2022-12-02,2023-10-18,320 days,New,mid,High
719,720,25.0,116000.0,1757.3552106742743,Female,South,39.0,Toys,50.66771771070974,2021-09-24,2021-11-10,47 days,Very New,young,High
720,721,46.0,69900.0,1550.9033324923414,Female,East,9.0,Toys,58.46601031717614,2021-05-06,2023-02-09,644 days,Loyal,mid,High
721,722,43.0,70500.0,1349.7437310190735,Male,South,37.0,Home & Garden,6.666555127582329,2022-12-16,2023-12-23,372 days,New,mid,Medium
723,724,43.0,78700.0,1079.2340133506991,Male,North,14.0,Clothing,48.88757607534946,2022-06-28,2023-11-27,517 days,Regular,mid,Medium
724,725,79.0,64900.0,94.64149533140854,Female,North,4.0,Home & Garden,53.69080079142348,2022-05-17,2023-11-06,538 days,Regular,Very Old,
726,727,68.0,27900.0,655.0345584307161,Male,North,28.0,Clothing,34.222644530486654,2021-09-18,2021-12-12,85 days,Very New,Very Old,Low
728,729,24.0,92700.0,573.3017084914271,Male,East,44.0,Home & Garden,55.18101757069541,2022-02-16,2023-09-17,578 days,Regular,young,Low
729,730,21.0,87600.0,1569.3502858729812,Female,East,34.0,Electronics,94.50219175352387,2021-12-12,2022-07-30,230 days,New,young,High
730,731,75.0,27400.0,1775.2750027509671,Male,East,13.0,Health,51.78696191811312,2021-04-04,2022-02-20,322 days,New,Very Old,High
731,732,70.0,105500.0,809.3121385418667,Female,North,31.0,Home & Garden,83.19121741195065,2021-11-24,2023-06-24,577 days,Regular,Very Old,Low
732,733,67.0,116200.0,1728.5863391517582,Female,South,33.0,Clothing,75.70320544610331,2021-04-10,2021-09-24,167 days,Very New,Very Old,High
733,734,62.0,66500.0,548.8085147635381,Female,North,39.0,Electronics,51.83307870098315,2022-04-06,2023-09-24,536 days,Regular,old,Low
734,735,28.0,111200.0,1078.628627689537,Female,North,28.0,Health,64.75547776534225,2021-11-11,2023-01-14,429 days,Regular,young,Medium
735,736,46.0,29200.0,1720.3476310806338,Female,South,25.0,Home & Garden,40.66801840966585,2021-01-25,2023-06-30,886 days,Very Old,mid,High
737,738,53.0,69900.0,1909.00368485461,Female,South,9.0,Electronics,50.72857552906347,2021-12-19,2022-07-14,207 days,Very New,old,High
739,740,38.0,109400.0,56.18463805254234,Female,North,31.0,Electronics,40.998131935628265,2021-07-18,2021-09-04,48 days,Very New,mid,
740,741,78.0,118700.0,1810.1879981048176,Female,West,17.0,Home & Garden,9.976712262214004,2021-10-06,2022-08-03,301 days,New,Very Old,High
742,743,53.0,119800.0,1983.9406079760336,Female,West,13.0,Toys,68.48530033282076,2021-03-20,2022-07-30,497 days,Regular,old,High
744,745,54.0,26600.0,291.3014018719149,Female,South,16.0,Home & Garden,42.87161758478628,2021-12-20,2022-12-16,361 days,New,old,
745,746,26.0,91900.0,1084.4175588712803,Female,East,6.0,Home & Garden,7.820565691109471,2022-06-10,2023-09-11,458 days,Regular,young,Medium
746,747,41.0,84100.0,386.1421889849458,Male,East,48.0,Health,12.161898636324295,2022-06-25,2022-12-27,185 days,Very New,mid,
749,750,52.0,108700.0,463.37068383724727,Female,North,28.0,Home & Garden,90.78261449292852,2021-01-10,2022-12-15,704 days,Loyal,old,
750,751,65.0,102400.0,739.280136869821,Male,North,41.0,Health,28.165011129518536,2022-07-13,2023-07-13,365 days,New,Very Old,Low
753,754,66.0,110000.0,1619.5739784542827,Male,East,42.0,Clothing,87.120103629169,2022-06-08,2023-09-10,459 days,Regular,Very Old,High
755,756,49.0,82000.0,1083.341803189109,Male,South,17.0,Home & Garden,59.569349581356825,2021-01-06,2021-01-22,16 days,Very New,old,Medium
756,757,41.0,98100.0,1683.1955659966,Male,West,7.0,Toys,9.358913207242258,2021-02-04,2023-11-19,1018 days,Very Old,mid,High
757,758,40.0,48900.0,691.859214598308,Female,South,28.0,Home & Garden,20.2280767539376,2021-06-24,2022-11-26,520 days,Regular,mid,Low
759,760,49.0,37900.0,1987.6922712487808,Female,East,13.0,Health,74.08125915100231,2022-07-31,2023-06-29,333 days,New,old,High
760,761,54.0,63400.0,642.9652396916936,Male,West,17.0,Electronics,2.471437938848331,2021-05-27,2022-06-14,383 days,New,old,Low
762,763,66.0,119100.0,1691.7434310217172,Male,West,36.0,Health,7.080351371292171,2021-07-12,2021-12-09,150 days,Very New,Very Old,High
763,764,72.0,107500.0,1833.299015034331,Male,East,28.0,Health,37.64901953446271,2021-01-13,2022-08-02,566 days,Regular,Very Old,High
764,765,30.0,50800.0,1441.5067280614016,Male,West,15.0,Toys,8.108962832858413,2022-06-14,2023-03-01,260 days,New,young,Medium
765,766,40.0,28800.0,581.5436883659298,Female,North,46.0,Electronics,76.89678431033738,2021-09-03,2023-04-25,599 days,Regular,mid,Low
767,768,52.0,66600.0,61.10090360544913,Female,East,31.0,Clothing,88.47569102624576,2021-04-24,2023-06-09,776 days,Loyal,old,
768,769,58.0,20200.0,1526.5542357895893,Male,South,4.0,Home & Garden,53.02219865915261,2021-08-21,2022-10-31,436 days,Regular,old,High
771,772,66.0,82900.0,254.9480166595868,Male,East,27.0,Home & Garden,45.4316151878391,2022-06-22,2023-06-06,349 days,New,Very Old,
774,775,65.0,62100.0,1481.00322203411,Female,North,45.0,Health,42.13570877456068,2022-05-26,2023-07-02,402 days,New,Very Old,Medium
775,776,42.0,106000.0,295.2243662941738,Male,East,20.0,Clothing,89.24325383271642,2022-04-29,2023-05-26,392 days,New,mid,
776,777,39.0,60200.0,891.3407286316669,Male,South,29.0,Toys,11.798720832439525,2021-10-08,2023-05-08,577 days,Regular,mid,Low
780,781,66.0,26800.0,1676.1134275115662,Male,West,48.0,Toys,38.66645568020039,2022-01-27,2023-08-17,567 days,Regular,Very Old,High
781,782,53.0,106800.0,1014.8819865302758,Male,South,43.0,Clothing,88.0215624485568,2022-06-07,2023-04-03,300 days,New,old,Medium
783,784,78.0,24400.0,1609.9029765920257,Male,West,41.0,Electronics,39.27998571004826,2021-08-04,2022-06-16,316 days,New,Very Old,High
784,785,58.0,60600.0,1961.971734720878,Male,West,12.0,Home & Garden,88.6416387806375,2022-06-26,2023-02-12,231 days,New,old,High
788,789,24.0,95900.0,1905.9832435755047,Male,South,14.0,Electronics,55.73119719840234,2022-05-15,2023-11-22,556 days,Regular,young,High
790,791,31.0,88400.0,901.99680087389,Male,East,21.0,Home & Garden,26.861795709379933,2022-03-16,2022-10-19,217 days,New,young,Low
791,792,48.0,115100.0,1192.5983706762522,Female,South,1.0,Clothing,56.68143258686786,2021-10-18,2022-09-05,322 days,New,mid,Medium
792,793,69.0,115700.0,1407.8520227356385,Female,South,49.0,Clothing,80.71637664216806,2021-02-08,2021-09-12,216 days,New,Very Old,Medium
793,794,36.0,93900.0,404.6616705835668,Male,North,43.0,Electronics,56.08936438039106,2021-01-24,2023-08-31,949 days,Very Old,mid,
794,795,75.0,25500.0,905.4580437885472,Male,East,15.0,Toys,93.619154111521,2021-02-12,2023-12-16,1037 days,Very Old,Very Old,Low
795,796,64.0,103400.0,1663.0461041402243,Male,West,36.0,Health,81.03325075758356,2021-06-19,2022-10-11,479 days,Regular,Very Old,High
797,798,70.0,83400.0,834.1840530794711,Male,North,22.0,Clothing,38.89584856279373,2021-06-18,2021-07-11,23 days,Very New,Very Old,Low
798,799,22.0,116100.0,1333.457817349069,Female,North,32.0,Health,66.84854273067788,2022-06-22,2023-09-30,465 days,Regular,young,Medium
800,801,29.0,26800.0,814.9652689184551,Female,North,33.0,Health,98.77158687446708,2022-04-17,2022-09-27,163 days,Very New,young,Low
802,803,69.0,74300.0,456.6073985305631,Male,North,39.0,Clothing,57.37693055793639,2022-10-07,2023-08-06,303 days,New,Very Old,
803,804,76.0,63100.0,388.20378496368704,Male,East,23.0,Home & Garden,75.66096897379919,2021-05-23,2022-12-29,585 days,Regular,Very Old,
804,805,38.0,37800.0,1902.6209466345344,Male,North,43.0,Clothing,27.323641946394773,2022-11-07,2023-11-04,362 days,New,mid,High
805,806,53.0,78600.0,435.5973065807368,Male,West,2.0,Electronics,28.360302725963276,2021-04-11,2023-11-27,960 days,Very Old,old,
806,807,70.0,37600.0,536.6187877073328,Male,West,2.0,Home & Garden,65.43493461623233,2022-07-29,2023-11-17,476 days,Regular,Very Old,Low
809,810,74.0,116100.0,1405.2011353865855,Female,South,46.0,Electronics,34.133460083121825,2022-04-20,2023-02-04,290 days,New,Very Old,Medium
812,813,70.0,37100.0,1417.7933484284142,Female,West,7.0,Toys,62.31732430313927,2021-03-01,2022-07-25,511 days,Regular,Very Old,Medium
813,814,59.0,32700.0,1017.303446469913,Male,South,36.0,Electronics,34.75918822297629,2021-01-29,2021-05-29,120 days,Very New,old,Medium
815,816,56.0,25500.0,1026.1206029570849,Male,South,37.0,Electronics,58.44489043115127,2021-03-14,2022-10-06,571 days,Regular,old,Medium
817,818,48.0,112600.0,965.9294102710812,Female,West,36.0,Toys,61.92602137877215,2022-01-29,2023-02-13,380 days,New,mid,Low
818,819,75.0,108300.0,966.7546686405714,Female,East,23.0,Electronics,84.7058190871695,2022-04-26,2022-06-12,47 days,Very New,Very Old,Low
822,823,46.0,24700.0,911.5593179864212,Male,South,31.0,Home & Garden,28.332773861162643,2021-11-20,2022-11-15,360 days,New,mid,Low
823,824,60.0,53700.0,1071.5968027483043,Female,North,34.0,Clothing,97.81531220840392,2021-03-28,2023-06-27,821 days,Loyal,old,Medium
824,825,28.0,79200.0,1496.5209790854788,Female,North,1.0,Electronics,26.31502596023292,2021-12-25,2022-08-06,224 days,New,young,Medium
826,827,64.0,64700.0,1399.1915762452113,Male,West,40.0,Health,87.73650457130682,2021-07-16,2022-04-01,259 days,New,Very Old,Medium
827,828,29.0,69400.0,1849.6645179144523,Male,East,43.0,Clothing,8.006366266022624,2022-01-20,2022-10-05,258 days,New,young,High
828,829,26.0,88700.0,1644.2416945314578,Male,East,15.0,Health,82.06880020942519,2021-04-28,2022-07-15,443 days,Regular,young,High
829,830,27.0,42100.0,1132.4903038228465,Female,North,48.0,Health,57.100836897467,2022-05-13,2022-06-17,35 days,Very New,young,Medium
832,833,34.0,100700.0,1245.9527276012557,Female,North,44.0,Clothing,3.919683545574304,2022-08-17,2022-11-30,105 days,Very New,mid,Medium
835,836,24.0,41400.0,1112.8339948997236,Male,North,6.0,Electronics,7.120009847449815,2022-02-21,2023-01-24,337 days,New,young,Medium
836,837,63.0,103300.0,498.8396269223992,Female,West,8.0,Clothing,88.72043142578919,2022-04-12,2023-11-06,573 days,Regular,old,
838,839,57.0,72800.0,1936.130793170757,Female,North,34.0,Home & Garden,19.694117324489145,2021-12-31,2023-04-08,463 days,Regular,old,High
839,840,59.0,72800.0,1322.375458879748,Female,West,32.0,Electronics,62.04679732142539,2021-06-02,2021-06-22,20 days,Very New,old,Medium
840,841,26.0,81500.0,1137.5028530711995,Female,South,42.0,Toys,79.46795684312156,2021-09-29,2023-07-25,664 days,Loyal,young,Medium
841,842,67.0,64200.0,1867.2541185458904,Male,North,4.0,Electronics,88.95906413668648,2022-01-27,2022-12-08,315 days,New,Very Old,High
842,843,44.0,81100.0,1181.2933264541484,Male,East,44.0,Clothing,46.83069268391464,2022-07-01,2023-09-03,429 days,Regular,mid,Medium
843,844,75.0,28300.0,1061.6433864664575,Male,East,39.0,Health,89.74998774012042,2022-12-26,2023-02-22,58 days,Very New,Very Old,Medium
845,846,22.0,98300.0,1431.077925593358,Female,North,24.0,Health,68.8228042177691,2022-03-06,2022-10-25,233 days,New,young,Medium
847,848,54.0,75300.0,953.19038365676,Female,North,26.0,Clothing,23.595178919452675,2021-07-08,2023-01-30,571 days,Regular,old,Low
849,850,36.0,88900.0,768.8845401818227,Male,South,36.0,Electronics,34.20188249778702,2022-01-30,2022-12-18,322 days,New,mid,Low
851,852,65.0,84100.0,837.9526474997456,Male,North,10.0,Health,28.416280570487416,2021-08-07,2022-11-08,458 days,Regular,Very Old,Low
853,854,18.0,119300.0,836.4856448038685,Male,West,12.0,Health,47.75240359212872,2021-07-09,2021-08-01,23 days,Very New,young,Low
854,855,39.0,23400.0,163.10835619488967,Male,South,1.0,Clothing,37.504129449490186,2021-08-22,2023-02-05,532 days,Regular,mid,
856,857,34.0,57400.0,1710.2360069034016,Male,West,16.0,Electronics,19.45299749000532,2021-08-20,2022-03-11,203 days,Very New,mid,High
857,858,24.0,98700.0,1456.0684270220197,Female,South,5.0,Home & Garden,44.741145428699525,2021-12-24,2023-04-22,484 days,Regular,young,Medium
858,859,42.0,99200.0,733.5801993071402,Female,East,19.0,Home & Garden,62.46355586881762,2022-04-23,2022-10-07,167 days,Very New,mid,Low
861,862,53.0,86300.0,1100.0708741797746,Female,South,26.0,Electronics,44.32811764267336,2021-08-25,2022-01-12,140 days,Very New,old,Medium
862,863,23.0,23800.0,429.97302509840506,Female,East,49.0,Health,94.79609167513946,2021-02-02,2021-08-13,192 days,Very New,young,
863,864,77.0,42200.0,1097.0667603442355,Male,East,39.0,Health,13.465892662418522,2021-08-01,2023-11-07,828 days,Loyal,Very Old,Medium
865,866,36.0,43400.0,1700.8692615626242,Male,North,9.0,Electronics,61.76380505435449,2022-01-14,2022-04-18,94 days,Very New,mid,High
866,867,78.0,66800.0,806.5975162241102,Male,West,45.0,Home & Garden,82.00641195433708,2021-01-02,2022-04-20,473 days,Regular,Very Old,Low
871,872,27.0,45000.0,1149.4107929792103,Female,North,37.0,Clothing,87.75817725333674,2021-10-06,2022-12-20,440 days,Regular,young,Medium
872,873,43.0,37000.0,1171.4971247872177,Female,East,20.0,Home & Garden,71.458347121046,2021-08-02,2022-02-04,186 days,Very New,mid,Medium
873,874,36.0,118000.0,1435.0974369667538,Female,South,8.0,Electronics,52.42366565631603,2021-10-12,2022-08-13,305 days,New,mid,Medium
876,877,20.0,119300.0,579.0884797044594,Male,West,21.0,Clothing,48.05782526886784,2021-10-01,2023-08-17,685 days,Loyal,young,Low
877,878,62.0,99000.0,180.2883975090625,Male,South,41.0,Toys,62.07082263350591,2021-01-11,2021-04-29,108 days,Very New,old,
878,879,30.0,115400.0,1755.6953774914657,Female,East,19.0,Toys,7.922653788091982,2021-02-16,2023-04-16,789 days,Loyal,young,High
879,880,67.0,36800.0,1463.1622128869155,Female,East,29.0,Electronics,49.73513231268498,2022-05-30,2023-04-22,327 days,New,Very Old,Medium
880,881,45.0,64500.0,616.8968577284254,Male,North,31.0,Clothing,69.81576440198451,2022-10-04,2023-05-17,225 days,New,mid,Low
881,882,79.0,44400.0,1206.7585258865329,Male,South,6.0,Toys,58.407190993377,2022-03-14,2023-08-03,507 days,Regular,Very Old,Medium
883,884,37.0,34400.0,1782.6685111556264,Male,North,43.0,Home & Garden,22.34273167496692,2022-11-02,2023-06-02,212 days,Very New,mid,High
884,885,45.0,81400.0,247.5145598565824,Male,East,29.0,Health,30.967020009015958,2022-03-03,2022-07-20,139 days,Very New,mid,
887,888,58.0,106200.0,1174.5930904366812,Male,North,1.0,Toys,62.172661530888185,2021-01-22,2022-01-03,346 days,New,old,Medium
888,889,56.0,71700.0,1166.3513341856926,Female,East,44.0,Home & Garden,58.97376125562032,2022-01-24,2022-09-22,241 days,New,old,Medium
889,890,18.0,54700.0,127.93361632689606,Male,South,15.0,Home & Garden,97.04174793868636,2021-05-15,2021-05-28,13 days,Very New,young,
891,892,30.0,94700.0,1008.413914745837,Female,North,21.0,Toys,10.812260729606148,2021-08-08,2023-03-27,596 days,Regular,young,Medium
895,896,77.0,84200.0,985.0211945106448,Female,West,17.0,Clothing,82.5855420859452,2022-08-25,2023-06-20,299 days,New,Very Old,Low
897,898,42.0,37200.0,538.2671782662752,Female,West,39.0,Electronics,34.66437466405288,2021-10-25,2022-12-24,425 days,New,mid,Low
898,899,73.0,39600.0,1255.996659255086,Female,East,3.0,Health,31.885377061487585,2022-05-19,2023-12-21,581 days,Regular,Very Old,Medium
899,900,50.0,80100.0,1662.1825972819015,Male,East,30.0,Home & Garden,86.14071815541813,2022-11-16,2023-08-31,288 days,New,old,High
900,901,55.0,82100.0,396.8672106881941,Female,North,35.0,Clothing,19.673286642818034,2021-12-23,2023-08-09,594 days,Regular,old,
901,902,70.0,97400.0,1836.0967718132283,Male,West,29.0,Home & Garden,16.041770543260924,2022-03-31,2022-06-20,81 days,Very New,Very Old,High
904,905,61.0,53200.0,873.0993852568961,Male,East,28.0,Electronics,81.09308556284091,2022-12-10,2023-08-01,234 days,New,old,Low
906,907,49.0,113600.0,1455.720096667966,Female,West,26.0,Electronics,17.346199811481288,2021-02-03,2021-02-22,19 days,Very New,old,Medium
907,908,62.0,92000.0,1596.6753135619615,Male,West,7.0,Health,20.919416762862053,2021-09-05,2022-10-13,403 days,New,old,High
908,909,78.0,42800.0,1669.216036790949,Female,West,39.0,Health,61.9183778517851,2021-02-11,2021-09-28,229 days,New,Very Old,High
909,910,64.0,99000.0,1971.821134179768,Male,East,31.0,Home & Garden,24.60352262142299,2021-05-03,2021-07-20,78 days,Very New,Very Old,High
910,911,38.0,48700.0,1586.7428991434333,Male,East,5.0,Health,87.72802313513668,2021-01-27,2022-01-31,369 days,New,mid,High
913,914,38.0,5000000.0,1098.2989884472838,Female,South,14.0,Toys,8.837824596090393,2021-05-27,2022-06-19,388 days,New,mid,Medium
914,915,28.0,68500.0,101.31498212500271,Male,West,36.0,Health,84.56431203863204,2022-05-11,2023-07-12,427 days,New,young,
917,918,53.0,51800.0,59.64599486973149,Female,North,40.0,Health,33.62965412697576,2022-04-05,2022-07-15,101 days,Very New,old,
919,920,36.0,95000.0,787.1835983670782,Male,South,45.0,Clothing,56.19752393137492,2021-05-08,2021-07-24,77 days,Very New,mid,Low
920,921,37.0,57500.0,1175.1746076565014,Female,West,22.0,Electronics,53.78282791267486,2022-01-11,2023-08-26,592 days,Regular,mid,Medium
922,923,35.0,94900.0,1246.0245482384669,Male,South,15.0,Toys,34.75338626603488,2021-03-24,2023-10-01,921 days,Very Old,mid,Medium
923,924,64.0,93000.0,970.9826324068844,Female,South,49.0,Clothing,0.5896940036786757,2022-06-19,2023-10-16,484 days,Regular,Very Old,Low
924,925,58.0,70600.0,1330.1736140530666,Male,South,5.0,Home & Garden,3.503165294061683,2022-06-07,2022-10-02,117 days,Very New,old,Medium
925,926,66.0,58400.0,453.86960804818574,Male,North,4.0,Home & Garden,66.38264614225129,2022-11-30,2023-09-21,295 days,New,Very Old,
926,927,31.0,27500.0,243.4295106235704,Female,North,11.0,Home & Garden,52.32580481554814,2022-09-20,2022-12-02,73 days,Very New,young,
927,928,32.0,30600.0,1200.9392301588068,Male,South,18.0,Clothing,82.10112596512735,2022-11-05,2022-12-14,39 days,Very New,young,Medium
928,929,48.0,99300.0,979.6852435338888,Male,West,42.0,Clothing,30.04098587867969,2021-04-13,2022-09-29,534 days,Regular,mid,Low
929,930,18.0,37600.0,73.19795500897189,Male,West,49.0,Electronics,81.54722372311751,2022-06-03,2023-03-15,285 days,New,young,
931,932,71.0,110500.0,230.12865927217103,Male,North,15.0,Electronics,9.669838554633724,2022-11-15,2023-05-28,194 days,Very New,Very Old,
932,933,71.0,56800.0,1072.0865268703365,Male,South,6.0,Toys,97.79115625906942,2021-09-13,2023-05-07,601 days,Regular,Very Old,Medium
933,934,20.0,95800.0,803.6398057276529,Male,North,16.0,Home & Garden,51.19359291455199,2021-09-04,2021-10-01,27 days,Very New,young,Low
934,935,33.0,81100.0,1234.0407839839754,Male,South,47.0,Clothing,62.94785139623463,2021-07-11,2022-06-15,339 days,New,young,Medium
936,937,74.0,56100.0,613.3439940061518,Male,East,9.0,Health,36.24122522268807,2022-06-19,2022-12-19,183 days,Very New,Very Old,Low
937,938,28.0,113600.0,-10000.0,Male,West,43.0,Clothing,74.75283198621374,2021-11-10,2023-11-20,740 days,Loyal,young,
940,941,49.0,104200.0,1367.7312989869592,Male,North,13.0,Electronics,65.70008866315482,2022-03-20,2022-07-09,111 days,Very New,old,Medium
942,943,25.0,72400.0,1031.7220712292228,Male,West,27.0,Electronics,19.01258976890813,2021-07-14,2023-06-01,687 days,Loyal,young,Medium
943,944,55.0,59800.0,868.9532964070734,Male,South,9.0,Home & Garden,33.25960843959675,2021-09-15,2022-08-01,320 days,New,old,Low
944,945,29.0,74400.0,126.48828907120826,Male,North,5.0,Clothing,10.879584638095483,2022-08-05,2022-09-23,49 days,Very New,young,
945,946,41.0,88700.0,63.72997369633589,Female,North,22.0,Clothing,60.22084642482034,2021-12-26,2023-04-01,461 days,Regular,mid,
946,947,45.0,102300.0,728.763165174874,Female,South,31.0,Health,80.09376958208561,2022-07-02,2022-08-07,36 days,Very New,mid,Low
947,948,70.0,35500.0,680.6485634547114,Female,South,3.0,Health,61.083865658493366,2021-04-18,2023-04-26,738 days,Loyal,Very Old,Low
948,949,25.0,84100.0,787.6364065812334,Female,West,30.0,Health,17.9783830977044,2021-01-24,2023-04-22,818 days,Loyal,young,Low
950,951,45.0,95800.0,1481.5731756629505,Male,West,35.0,Home & Garden,83.49341485264097,2022-04-10,2022-12-31,265 days,New,mid,Medium
951,952,53.0,86700.0,1716.7895412569533,Male,South,6.0,Toys,30.27247960782191,2021-01-22,2021-09-11,232 days,New,old,High
952,953,43.0,103600.0,1878.6549780405887,Male,North,28.0,Clothing,83.26515022526404,2022-05-17,2022-07-25,69 days,Very New,mid,High
954,955,75.0,65800.0,1407.7140842683486,Male,West,42.0,Clothing,2.174080783667487,2022-05-16,2023-05-01,350 days,New,Very Old,Medium
956,957,67.0,60700.0,848.2163999651021,Female,West,25.0,Home & Garden,54.29424057977258,2022-02-11,2023-09-02,568 days,Regular,Very Old,Low
957,958,45.0,96800.0,632.6373338434798,Male,North,32.0,Toys,999.0,2021-11-26,2023-04-02,492 days,Regular,mid,Low
959,960,54.0,88900.0,1041.0395711326048,Male,South,22.0,Clothing,64.10423182678943,2021-10-13,2023-09-06,693 days,Loyal,old,Medium
961,962,53.0,111800.0,373.2638711957216,Female,West,39.0,Health,18.462720673731532,2022-01-19,2023-05-21,487 days,Regular,old,
962,963,44.0,41400.0,234.1469288552464,Male,West,30.0,Electronics,76.00358554624314,2021-01-11,2021-09-14,246 days,New,mid,
966,967,50.0,91500.0,399.6377104327276,Female,East,40.0,Electronics,9.105385030946444,2021-10-30,2022-07-10,253 days,New,old,
967,968,70.0,60400.0,1119.8846147358702,Male,West,33.0,Electronics,25.11002237065345,2021-07-23,2022-12-25,520 days,Regular,Very Old,Medium
968,969,37.0,37300.0,1176.160192737048,Female,West,25.0,Electronics,28.492980552511423,2021-12-11,2022-10-15,308 days,New,mid,Medium
970,971,45.0,64100.0,1705.7833808251185,Male,North,24.0,Health,16.088336774205892,2021-01-22,2021-03-26,63 days,Very New,mid,High
973,974,30.0,67500.0,1367.161139249794,Female,South,46.0,Clothing,49.09317308164655,2021-04-06,2021-10-11,188 days,Very New,young,Medium
974,975,63.0,31200.0,562.7583203620173,Male,West,13.0,Health,43.46945143083677,2022-03-21,2023-12-02,621 days,Regular,old,Low
975,976,52.0,28800.0,1658.796885666918,Male,East,10.0,Electronics,56.6601346950191,2021-09-20,2023-09-30,740 days,Loyal,old,High
977,978,23.0,99300.0,1582.2652322053057,Female,North,18.0,Clothing,99.00863745790824,2022-01-18,2022-09-06,231 days,New,young,High
978,979,35.0,21000.0,255.8309410358982,Male,North,32.0,Health,55.7524376194266,2022-07-04,2022-10-11,99 days,Very New,mid,
980,981,22.0,111600.0,587.2180007342756,Female,East,36.0,Electronics,58.99776046995998,2022-08-24,2023-09-25,397 days,New,young,Low
982,983,42.0,37500.0,1501.0718318648169,Male,East,16.0,Electronics,2.403769666640887,2021-04-02,2023-07-27,846 days,Loyal,mid,High
984,985,27.0,25800.0,1414.5839255952174,Male,South,18.0,Toys,1.056687207381335,2021-06-08,2023-07-10,762 days,Loyal,young,Medium
987,988,67.0,27100.0,626.4104162691372,Male,West,16.0,Electronics,23.7604496983026,2022-01-07,2022-01-31,24 days,Very New,Very Old,Low
990,991,22.0,118800.0,401.8837260054362,Female,North,1.0,Health,6.63511719879809,2021-02-06,2021-09-06,212 days,Very New,young,
992,993,73.0,90200.0,1073.801292215264,Female,East,38.0,Electronics,82.26562836884254,2022-11-22,2022-12-02,10 days,Very New,Very Old,Medium
993,994,50.0,109900.0,1646.8503081623314,Male,South,28.0,Electronics,83.6737569944919,2021-02-06,2022-01-29,357 days,New,old,High
994,995,71.0,27600.0,220.7320880903298,Female,West,45.0,Health,72.67000841845227,2021-04-11,2022-10-14,551 days,Regular,Very Old,
995,996,18.0,67100.0,1587.9448211155438,Female,South,17.0,Health,35.27450125170921,2022-06-27,2023-10-15,475 days,Regular,young,High
996,997,35.0,57300.0,1626.9125686160653,Male,South,1.0,Electronics,82.12544498888423,2021-07-09,2022-02-10,216 days,New,mid,High
997,998,49.0,92200.0,974.9025201614562,Male,East,32.0,Electronics,53.9774520242882,2022-05-27,2023-09-27,488 days,Regular,old,Low
999,1000,66.0,97400.0,365.6879054694291,Male,North,40.0,Clothing,43.72767691143904,2021-03-31,2021-06-04,65 days,Very New,Very Old,
1000,1001,28.0,46500.0,1420.704024820626,Female,North,43.0,Clothing,6.576776983457567,2021-01-06,2023-05-17,861 days,Very Old,young,Medium
1001,1002,38.0,38700.0,1429.32033108208,Female,East,46.0,Toys,94.49086867499136,2021-05-19,2022-07-13,420 days,New,mid,Medium
1002,1003,43.0,99700.0,1798.7434448319773,Male,West,24.0,Health,61.911641735184006,2021-04-05,2021-07-13,99 days,Very New,mid,High
1005,1006,76.0,104100.0,260.4015128998448,Male,West,39.0,Health,66.77499845209806,2022-01-21,2023-09-07,594 days,Regular,Very Old,
1006,1007,44.0,42100.0,1447.8420675665109,Female,South,39.0,Home & Garden,1.726098549724009,2021-05-03,2023-10-31,911 days,Very Old,mid,Medium
1007,1008,66.0,91900.0,383.8936369136443,Female,East,10.0,Clothing,52.53712797848466,2021-10-12,2022-04-17,187 days,Very New,Very Old,
1009,1010,50.0,28100.0,984.6797737053896,Male,West,25.0,Electronics,4.451885141159995,2022-11-22,2023-03-13,111 days,Very New,old,Low
1010,1011,51.0,51800.0,69.03445760077938,Female,East,10.0,Electronics,95.61656838882706,2022-05-05,2022-07-07,63 days,Very New,old,
1011,1012,58.0,47800.0,512.6616734994651,Female,West,19.0,Health,42.41596830059892,2021-11-21,2022-12-31,405 days,New,old,Low
